word,kk_phonetics,chinese_meaning,count,years
special,/ˈspɛʃəl/,特別的,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
station,/ˈsteʃən/,車站,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
store,/stɔr/,商店；儲存,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
street,/strit/,街道,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
strong,/strɔŋ/,強壯的,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
stupid,/ˈstjupɪd/,愚蠢的,9,"102,103,104,107,108,109,110,111,112,113,114"
subject,/ˈsʌbdʒɪkt/,科目；主題,9,"102,103,104,105,106,107,108,109,110,111,112,113"
sugar,/ˈʃʊɡɚ/,糖,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
surprised,/sɚˈpraɪzd/,驚訝的,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
swim,/swɪm/,游泳,9,"102,103,104,105,106,107,108,109,110,111,112,113"
team,/tim/,團隊,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
terrible,/ˈtɛrəbl/,可怕的；糟糕的,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
ticket,/ˈtɪkɪt/,票；罰單,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
tire,/taɪɚ/,使疲倦；輪胎,9,"102,103,104,105,106,107,108,109,110,111,112,113"
tired,/taɪɚd/,疲倦的,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
together,/təˈɡɛðɚ/,一起,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
topic,/ˈtɑpɪk/,話題；主題,9,"102,103,104,105,106,107,108,109,110,111,112,113"
toy,/tɔɪ/,玩具,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
trouble,/ˈtrʌbl/,麻煩,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
typhoon,/taɪˈfun/,颱風,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
umbrella,/ʌmˈbrɛlə/,雨傘,9,"102,103,104,105,106,107,108,109,110,111,112,113"
vacation,/veˈkeʃən/,假期,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
village,/ˈvɪlɪdʒ/,村莊,9,"102,103,104,105,106,107,108,109,110,111,112,113"
voice,/vɔɪs/,聲音,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
weather,/ˈwɛðɚ/,天氣,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
welcome,/ˈwɛlkəm/,歡迎,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
window,/ˈwɪndo/,窗戶,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wish,/wɪʃ/,希望；願望,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wooden,/ˈwʊdən/,木製的,9,"102,103,104,105,106,107,108,109,110,111,112,113"
worker,/ˈwɝkɚ/,工人；工作者,9,"102,103,104,105,106,107,108,109,110,111,112,113,114"
absent,/ˈæbsənt/,缺席的,8,"102,103,104,105,106,107,108,109"
act,/ækt/,行動；表演,8,"102,103,104,105,106,107,108,109,110,111,112,113"
add,/æd/,添加,8,"102,103,104,105,106,107,108,109,110,111,112,113"
address,/ˈædrɛs/,地址,8,"102,103,104,105,106,107,108,109,110,111,112,113"
adult,/əˈdʌlt/,成人,8,"102,103,104,105,106,107,108,109,110,111,112,113"
airport,/ˈɛrˌpɔrt/,機場,8,"102,103,104,105,106,107,108,109,110,111,112,113"
amazing,/əˈmezɪŋ/,令人驚嘆的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
area,/ˈɛriə/,區域,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
art,/ɑrt/,藝術,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
attack,/əˈtæk/,攻擊,8,"102,103,104,105,107,108,109,110,111,112,113,114"
bag,/bæɡ/,袋子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
balcony,/ˈbælkəni/,陽台,8,"102,103,105,106,107,108,109,110,111,112,113,114"
band,/bænd/,樂團；帶子,8,"102,103,104,105,106,107,108,109"
basket,/ˈbæskɪt/,籃子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
beach,/bitʃ/,海灘,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
bear,/bɛr/,熊；承受,8,"102,103,104,105,106,107,108,109"
bird,/bɝd/,鳥,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
bite,/baɪt/,咬,8,"102,103,104,105,106,107,108,109,110,111,112,113"
blow,/blo/,吹；打擊,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
boat,/bot/,船,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
bomb,/bɑm/,炸彈；轟炸,8,"102,103,105,106,107,108,109,110,111,112,113,114"
boring,/ˈbɔrɪŋ/,無聊的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
bottle,/ˈbɑtl/,瓶子,8,"102,103,104,105,106,107,108,109,110,111,112,113"
bowl,/bol/,碗,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
brave,/brev/,勇敢的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
bright,/braɪt/,明亮的；聰明的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
building,/ˈbɪldɪŋ/,建築物,8,"103,104,105,106,107,108,109,110,111,112,113,114"
bus,/bʌs/,公車,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
butterfly,/ˈbʌtɚˌflaɪ/,蝴蝶,8,"102,103,104,105,106,107,108,109,110,111,112,114"
cabinet,/ˈkæbɪnɪt/,櫃子,8,"102,103,104,105,106,107,108,109"
calorie,/ˈkæləri/,卡路里,8,"102,103,104,107,108,109,110,111,112,113"
camping,/ˈkæmpɪŋ/,露營,8,"102,103,104,105,106,107,108,109,110,111,112,113"
castle,/ˈkæsl/,城堡,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
catch,/kætʃ/,抓住,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
celebrate,/ˈsɛlɪˌbret/,慶祝,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
center,/ˈsɛntɚ/,中心,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
cheese,/tʃiz/,起司,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
chicken,/ˈtʃɪkɪn/,雞；雞肉,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
choice,/tʃɔɪs/,選擇,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
choose,/tʃuz/,選擇,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
class,/klæs/,課堂；班級,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
clear,/klɪr/,清楚的；清除,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
coffee,/ˈkɔfi/,咖啡,8,"102,103,104,105,106,107,108,109,110,111,112,113"
cold,/kold/,冷的；感冒,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
college,/ˈkɑlɪdʒ/,大學,8,"102,103,104,105,106,107,108,109,110,111,112,113"
color,/ˈkʌlɚ/,顏色,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
comfortable,/ˈkʌmfɚtəbl/,舒適的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
common,/ˈkɑmən/,普通的；共同的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
cool,/kul/,涼爽的；很酷,8,"102,103,104,105,106,107,108,109,110,111,112,113"
correct,/kəˈrɛkt/,正確的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
cost,/kɔst/,花費；成本,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
crazy,/ˈkrezi/,瘋狂的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
cup,/kʌp/,杯子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
cute,/kjut/,可愛的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
dance,/dæns/,跳舞,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
dangerous,/ˈdendʒərəs/,危險的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
death,/dɛθ/,死亡,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
deep,/dip/,深的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
dessert,/dɪˈzɝt/,甜點,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
diary,/ˈdaɪɛri/,日記,8,"102,103,104,105,107,108,109,110,111,112,113,114"
dirty,/ˈdɝti/,髒的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
dish,/dɪʃ/,盤子；料理,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
dog,/dɔɡ/,狗,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
doll,/dɑl/,洋娃娃,8,"102,103,104,105,106,107,108,109,110,111,112,113"
door,/dɔr/,門,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
doubt,/daʊt/,懷疑,8,"102,103,104,105,106,107,108,109"
draw,/drɔ/,畫；拉,8,"103,104,105,106,107,108,109,110,111,112,113,114"
dry,/draɪ/,乾的；乾燥,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
dumpling,/ˈdʌmplɪŋ/,餃子,8,"102,103,104,105,106,107,108,109"
duck,/dʌk/,鴨子；鴨,8,"102,103,104,105,106,107,108,109,110,111,112,113"
electricity,/ɪˌlɛkˈtrɪsɪti/,電力,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
empty,/ˈɛmpti/,空的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
energy,/ˈɛnɚdʒi/,能量；精力,8,"102,103,104,105,106,107,108,109,110,111,112,113"
enter,/ˈɛntɚ/,進入,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
envelope,/ˈɛnvəˌlop/,信封,8,"102,103,104,106,107,108,109,110,111,112,113,114"
event,/ɪˈvɛnt/,事件；活動,8,"102,103,104,105,106,107,108,109,110,111,112,113"
extinct,/ɪkˈstɪŋkt/,絕種的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
eye,/aɪ/,眼睛,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
factory,/ˈfæktəri/,工廠,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
fan,/fæn/,粉絲；扇子；風扇,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
far,/fɑr/,遠的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
fat,/fæt/,脂肪；胖的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
feather,/ˈfɛðɚ/,羽毛,8,"102,103,104,105,107,108,109,110,111,112,113,114"
finger,/ˈfɪŋɡɚ/,手指,8,"102,103,104,105,106,107,108,109,110,111,112,113"
fire,/faɪɚ/,火；開火,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
floor,/flɔr/,地板,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
fool,/ful/,傻瓜；愚弄,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
force,/fɔrs/,力量；強迫,8,"102,103,104,105,107,108,109,110,111,112,113,114"
form,/fɔrm/,形式；表格,8,"102,103,104,105,106,107,108,109,110,111,112,113"
fork,/fɔrk/,叉子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
forward,/ˈfɔrwɚd/,向前,8,"102,103,104,105,106,107,108,109,110,111,112,113"
frog,/frɔɡ/,青蛙,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
fun,/fʌn/,樂趣；有趣的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
funny,/ˈfʌni/,有趣的；搞笑的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
furniture,/ˈfɝnɪtʃɚ/,家具,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
garbage,/ˈɡɑrbɪdʒ/,垃圾,8,"102,103,104,105,106,107,108,109,110,111,112,113"
gender,/ˈdʒɛndɚ/,性別,8,"102,103,104,105,106,108,109,110,111,112,113,114"
ghost,/ɡost/,鬼；幽靈,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
government,/ˈɡʌvɚnmənt/,政府,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
grab,/ɡræb/,抓住,8,"102,103,104,105,106,107,108,109"
grade,/ɡred/,成績；年級,8,"102,103,104,105,106,107,108,109,110,111,112,113"
grandparent,/ˈɡrændˌpɛrənt/,祖父母,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
grape,/ɡrep/,葡萄,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
ground,/ɡraʊnd/,地面,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
grow,/ɡro/,成長；生長,8,"103,104,105,106,107,108,109,110,111,112,113,114"
gym,/dʒɪm/,健身房,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
habit,/ˈhæbɪt/,習慣,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
hang,/hæŋ/,掛；懸掛,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
handsome,/ˈhænsəm/,英俊的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
hide,/haɪd/,隱藏,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
hike,/haɪk/,健行,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
homework,/ˈhomˌwɝk/,家庭作業,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
honest,/ˈɑnɪst/,誠實的,8,"102,103,104,105,106,107,108,109"
horse,/hɔrs/,馬,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
hotel,/hoˈtɛl/,飯店,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
hungry,/ˈhʌŋɡri/,飢餓的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
hunt,/hʌnt/,打獵；搜尋,8,"102,103,104,105,107,108,109,110,111,112,113,114"
idea,/aɪˈdiə/,主意,8,"102,103,104,105,106,107,108,109,110,111,112,113"
information,/ˌɪnfɚˈmeʃən/,資訊；信息,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
insect,/ˈɪnsɛkt/,昆蟲,8,"102,103,104,105,106,107,108,109,110,111,112,113"
interest,/ˈɪntrɪst/,興趣；利息,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
introduce,/ˌɪntrəˈdjus/,介紹,8,"102,103,104,105,106,107,108,109"
item,/ˈaɪtəm/,項目；物品,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
juice,/dʒus/,果汁,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
jump,/dʒʌmp/,跳躍,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
key,/ki/,鑰匙；關鍵,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
knife,/naɪf/,刀子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
knowledge,/ˈnɑlɪdʒ/,知識,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
lake,/lek/,湖泊,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
late,/let/,晚的；遲到,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
laugh,/læf/,笑；大笑,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
lazy,/ˈlezi/,懶惰的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
lemon,/ˈlɛmən/,檸檬,8,"102,103,104,105,106,107,108,109,110,111,112,113"
lend,/lɛnd/,借出,8,"102,103,104,105,106,107,108,109,110,111,112,113"
lesson,/ˈlɛsn/,課程；教訓,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
level,/ˈlɛvl/,程度；水平,8,"102,103,104,105,106,107,108,109,110,111,112,113"
lie,/laɪ/,說謊；躺,8,"102,103,104,105,106,107,108,109,110,111,112,113"
likely,/ˈlaɪkli/,可能的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
line,/laɪn/,線；隊伍,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
listen,/ˈlɪsn/,傾聽,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
liver,/ˈlɪvɚ/,肝臟,8,"102,103,107,108,109,110,111,112,113,114"
local,/ˈlokl/,當地的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
lock,/lɑk/,鎖,8,"102,103,104,105,106,107,108,109,110,111,112,113"
loud,/laʊd/,大聲的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
love,/lʌv/,愛；喜愛,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
lucky,/ˈlʌki/,幸運的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
lunch,/lʌntʃ/,午餐,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
mail,/mel/,郵件；寄信,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
map,/mæp/,地圖,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
math,/mæθ/,數學,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
meaning,/ˈminɪŋ/,意思；含義,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
medicine,/ˈmɛdɪsɪn/,藥物；醫學,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
melt,/mɛlt/,融化,8,"102,103,104,106,107,108,109,110,111,112,113,114"
message,/ˈmɛsɪdʒ/,訊息,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
middle,/ˈmɪdl/,中間；中間的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
milk,/mɪlk/,牛奶,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
minute,/ˈmɪnɪt/,分鐘,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
mistake,/mɪˈstek/,錯誤,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
mix,/mɪks/,混合,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
model,/ˈmɑdl/,模型；模特兒,8,"102,103,104,105,106,107,108,109,110,111,112,113"
mop,/mɑp/,拖把；拖地,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
mosquito,/məˈskito/,蚊子,8,"102,103,104,105,107,108,109,110,111,112,113,114"
name,/nem/,名字；命名,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
neck,/nɛk/,脖子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
neighbor,/ˈnebɚ/,鄰居,8,"102,103,104,105,106,107,108,109,110,111,112,113"
nest,/nɛst/,鳥巢,8,"102,103,104,107,108,109,110,111,112,113,114"
newspaper,/ˈnjuzˌpepɚ/,報紙,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
noise,/nɔɪz/,噪音,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
note,/not/,筆記；票據,8,"102,103,104,105,106,107,108,109,110,111,112,113"
oil,/ɔɪl/,油,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
orange,/ˈɔrɪndʒ/,橘子；橙色,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
origami,/ˌɔrɪˈɡɑmi/,摺紙,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
outdoor,/ˈaʊtˌdɔr/,戶外的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
outside,/ˈaʊtˌsaɪd/,外面,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
overtime,/ˈovɚˌtaɪm/,加班,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
owner,/ˈonɚ/,主人；擁有者,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
pack,/pæk/,打包；一包,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
pair,/pɛr/,一對；一雙,8,"102,103,104,105,106,107,108,109,110,111,112,113"
palace,/ˈpælɪs/,宮殿,8,"102,103,104,105,106,107,108,109"
paragraph,/ˈpærəˌɡræf/,段落,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
pass,/pæs/,通過；傳遞,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
paste,/pest/,貼上；糊,8,"102,103,104,105,106,107,108,109"
patient,/ˈpeʃənt/,病人；有耐心的,8,"102,103,104,105,106,107,108,109"
piano,/piˈæno/,鋼琴,8,"102,103,105,107,108,109,110,111,112,113,114"
pie,/paɪ/,派；餡餅,8,"102,103,104,105,106,107,108,109,110,111,112,113"
piece,/pis/,一片；作品,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
plant,/plænt/,植物；種植,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
plate,/plet/,盤子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
pocket,/ˈpɑkɪt/,口袋,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
poem,/ˈpoɪm/,詩,8,"102,103,104,105,106,107,108,109,110,111,112,113"
pond,/pɑnd/,池塘,8,"102,103,105,107,108,109,110,111,112,113,114"
pool,/pul/,游泳池；水池,8,"102,103,104,105,106,107,108,109,110,111,112,113"
poor,/pʊr/,貧窮的；可憐的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
possible,/ˈpɑsəbl/,可能的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
postcard,/ˈpostˌkɑrd/,明信片,8,"102,103,104,105,107,108,109,110,111,112,113,114"
pot,/pɑt/,鍋子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
practice,/ˈpræktɪs/,練習；實踐,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
pray,/pre/,祈禱,8,"102,103,104,106,107,108,109,110,111,112,113,114"
pretty,/ˈprɪti/,漂亮的；相當,8,"102,103,104,105,106,107,108,109,110,111,112,113"
print,/prɪnt/,列印；印刷,8,"102,103,104,105,106,107,108,109,110,111,112,113"
project,/ˈprɑdʒɛkt/,專案；計畫,8,"102,103,104,105,106,107,108,109,110,111,112,113"
protect,/prəˈtɛkt/,保護,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
pull,/pʊl/,拉,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
push,/pʊʃ/,推,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
question,/ˈkwɛstʃən/,問題；提問,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
quick,/kwɪk/,快速的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
quiet,/ˈkwaɪɪt/,安靜的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
quite,/kwaɪt/,相當；十分,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
radio,/ˈrediˌo/,收音機,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
railway,/ˈrelˌwe/,鐵路,8,"102,103,105,106,107,108,109,110,111,112,113,114"
raise,/rez/,提高；舉起,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
reach,/ritʃ/,達到；夠到,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
ready,/ˈrɛdi/,準備好的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
receive,/rɪˈsiv/,接收；收到,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
refrigerator,/rɪˈfrɪdʒəˌretɚ/,冰箱,8,"102,103,104,107,108,109,110,111,112,113,114"
refugee,/ˈrɛfjuˌdʒi/,難民,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
refuse,/rɪˈfjuz/,拒絕,8,"102,103,104,105,106,107,108,109,110,111,112,113"
remind,/rɪˈmaɪnd/,提醒,8,"102,103,104,105,106,107,108,109,110,111,112,113"
reporter,/rɪˈpɔrtɚ/,記者,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
respect,/rɪˈspɛkt/,尊敬；尊重,8,"102,103,104,106,107,108,109,110,111,112,113,114"
result,/rɪˈzʌlt/,結果,8,"102,103,104,105,106,107,108,109,110,111,112,113"
rice,/raɪs/,米飯,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
rich,/rɪtʃ/,富有的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
ring,/rɪŋ/,戒指；電話響,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
roof,/ruf/,屋頂,8,"102,103,104,105,106,107,108,109,110,111,112,113"
safe,/sef/,安全的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
sailing,/ˈselɪŋ/,航行,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
salary,/ˈsælɚi/,薪水,8,"102,103,104,105,106,107,108,109,110,111,112,113"
sale,/sel/,銷售；特賣,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
sandwich,/ˈsændwɪtʃ/,三明治,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
save,/sev/,節省；拯救,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
scare,/skɛr/,嚇到,8,"102,103,104,105,106,107,108,109,110,111,112,113"
scared,/skɛrd/,害怕的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
science,/ˈsaɪəns/,科學,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
secret,/ˈsikrɪt/,秘密；秘密的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
seldom,/ˈsɛldəm/,很少；難得,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
sense,/sɛns/,感覺；意思,8,"102,103,104,105,106,107,108,109,110,111,112,113"
sentence,/ˈsɛntəns/,句子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
serious,/ˈsɪriəs/,嚴肅的；認真的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
several,/ˈsɛvərəl/,幾個；數個,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
shape,/ʃep/,形狀,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
sheep,/ʃip/,羊,8,"102,103,104,105,107,108,109,110,111,112,113,114"
shelf,/ʃɛlf/,架子,8,"102,103,104,105,106,107,108,109,110,111,112,113"
shirt,/ʃɝt/,衣服；襯衫,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
shoe,/ʃu/,鞋子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
short,/ʃɔrt/,短的；矮的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
size,/saɪz/,尺寸；大小,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
sky,/skaɪ/,天空,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
slack,/slæk/,懈怠的；鬆弛,8,"102,103,104,105,106,107,108,109"
snack,/snæk/,零食,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
social,/ˈsoʃəl/,社會的；社交的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
soldier,/ˈsoldʒɚ/,士兵,8,"102,103,104,105,107,108,109,110,111,112,113,114"
sort,/sɔrt/,種類；排序,8,"102,103,104,105,106,107,108,109,110,111,112,113"
sound,/saʊnd/,聲音；聽起來,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
soup,/sup/,湯,8,"102,103,104,105,106,107,108,109,110,111,112,113"
speaker,/ˈspikɚ/,說話者；演講者,8,"102,103,104,105,106,107,108,109,110,111,112,113"
spell,/spɛl/,拼寫；咒語,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
spirit,/ˈspɪrɪt/,精神；氣魄,8,"102,103,104,105,106,107,108,109"
spring,/sprɪŋ/,春天；彈簧,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
stage,/stedʒ/,階段；舞台,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
statue,/ˈstætʃu/,雕像,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
steal,/stil/,偷竊,8,"102,103,104,105,107,108,109,110,111,112,113,114"
stomach,/ˈstʌmək/,胃；肚子,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
strawberry,/ˈstrɔˌbɛri/,草莓,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
